accuracy,balanced_accuracy,precision_macro,recall_macro,f1_macro,n_groups,background_groups,drone_groups,false_alarm_count,false_alarm_rate,missed_drone_count,missed_drone_rate,detection_rate,coverage,repeat,seed
0.9818181818181818,0.9888888888888889,0.9545454545454546,0.9888888888888889,0.9705724986623863,55,10,45,0,0.0,1,0.022222222222222223,0.9777777777777777,1.0,1,42
0.9818181818181818,0.9888888888888889,0.9545454545454546,0.9888888888888889,0.9705724986623863,55,10,45,0,0.0,1,0.022222222222222223,0.9777777777777777,1.0,2,43
0.9636363636363636,0.9777777777777779,0.9166666666666667,0.9777777777777779,0.9431818181818181,55,10,45,0,0.0,2,0.044444444444444446,0.9555555555555556,1.0,3,44
0.9272727272727272,0.9555555555555555,0.8571428571428572,0.9555555555555555,0.8934108527131783,55,10,45,0,0.0,4,0.08888888888888889,0.9111111111111111,1.0,4,45
0.9636363636363636,0.9777777777777779,0.9166666666666667,0.9777777777777779,0.9431818181818181,55,10,45,0,0.0,2,0.044444444444444446,0.9555555555555556,1.0,5,46
