control,estado,puntaje_dron,distancia_dominio,limite_dominio,compatible
ruido_blanco,no_concluyente,0.9986189462076382,92.59219590490744,45.447869013059304,False
tono_1_mhz,no_concluyente,1.0,9122.256210569656,45.447869013059304,False
tono_10_5_mhz,no_concluyente,5.402414352873031e-06,10794.289373160163,45.447869013059304,False
dos_tonos,no_concluyente,1.0,5875.719055880181,45.447869013059304,False
am_10_5_mhz,no_concluyente,1.8881267938031243e-08,5124.877302854224,45.447869013059304,False
chirp_4_a_16_mhz,no_concluyente,1.0,7959.004747774468,45.447869013059304,False
